Metal,Process_Type,End_of_Life,Energy_Use_MJ_per_kg,Emission_kgCO2_per_kg,Water_Use_l_per_kg,Transport_km,Recycled_Content_pct,Reuse_Potential_score,Circularity_Index,Cost_per_kg,Product_Life_Extension_years,Waste_kg_per_kg_metal
Aluminium,Primary,Landfilled,188.23,6.41,9.57,291.17,12.37,6.06,0.55,1.72,8.96,0.16
Tin,Primary,Recycled,61.05,2.46,5.02,286.17,72.63,2.83,0.13,15.58,5.17,0.02
Silver,Hybrid,Reused,259.07,10.46,85.21,194.19,65.19,1.25,0.49,1064.75,22.92,0.03
Gold,Hybrid,Reused,460.9,27.61,104.21,72.48,27.19,5.05,0.2,3563.83,30.64,0.04
Aluminium,Recycled,Reused,82.95,10.79,11.58,318.54,14.99,4.15,0.25,2.71,13.93,0.1
Copper,Hybrid,Landfilled,44.95,5.86,3.98,292.23,27.71,4.01,0.3,6.29,24.88,0.18
Steel,Primary,Reused,73.36,6.34,2.42,125.53,21.61,6.91,0.63,0.91,34.85,0.03
Copper,Primary,Reused,40.7,3.81,7.57,338.64,66.53,2.79,0.58,7.78,6.61,0.19
Zinc,Primary,Recycled,89.55,5.13,3.15,162.7,48.68,1.35,0.55,3.49,13.78,0.03
Nickel,Primary,Reused,177.97,5.1,11.94,292.71,17.22,1.65,0.29,17.63,14.5,0.04
Copper,Primary,Reused,130.25,7.67,5.46,352.81,59.09,6.71,0.54,5.33,9.97,0.18
Tin,Recycled,Recycled,58.88,2.86,5.05,293.58,23.86,3.16,0.54,15.98,8.13,0.07
Nickel,Hybrid,Landfilled,108.31,10.12,10.43,219.35,16.25,2.72,0.48,12.18,17.62,0.05
Silver,Hybrid,Reused,267.28,18.58,52.03,171.34,31.64,1.09,0.53,966.51,5.25,0.02
Steel,Primary,Recycled,43.61,7.68,8.1,154.89,43.85,7.67,0.27,1.58,34.78,0.05
Zinc,Primary,Landfilled,58.26,2.42,2.38,319.84,58.84,4.52,0.64,3.03,7.81,0.1
Copper,Primary,Reused,118.84,7.12,7.08,368.46,16.52,6.12,0.37,7.06,13.35,0.17
Gold,Hybrid,Reused,386.01,25.78,166.45,63.72,35.74,5.26,0.4,3787.75,25.96,0.05
Copper,Primary,Landfilled,102.14,3.92,4.37,260.14,13.96,6.75,0.22,5.78,8.0,0.18
Silver,Primary,Recycled,332.92,23.12,147.75,150.14,30.34,2.56,0.21,1186.55,17.64,0.04
Nickel,Hybrid,Landfilled,107.99,9.21,12.14,231.62,12.63,4.18,0.43,10.65,19.16,0.05
Lead,Hybrid,Landfilled,37.41,6.83,1.67,290.56,54.06,6.95,0.62,2.23,8.9,0.07
Gold,Recycled,Recycled,469.67,21.78,216.51,82.61,70.19,3.39,0.22,4127.99,21.69,0.02
Gold,Recycled,Landfilled,313.12,26.58,153.63,142.17,35.97,3.09,0.57,3955.48,42.78,0.03
Gold,Recycled,Landfilled,326.8,33.57,175.79,162.94,26.46,4.91,0.57,4495.04,46.21,0.05
Steel,Recycled,Landfilled,24.76,1.73,9.02,172.7,71.49,6.41,0.79,1.94,18.42,0.06
Gold,Hybrid,Reused,489.02,26.44,136.09,149.05,74.38,1.59,0.35,4175.73,22.6,0.03
Lead,Recycled,Recycled,42.81,3.61,2.04,230.32,35.0,4.34,0.26,1.63,13.59,0.11
Steel,Recycled,Landfilled,91.3,3.87,7.14,224.99,81.26,7.35,0.45,1.6,24.41,0.15
Cobalt,Hybrid,Landfilled,78.64,11.82,11.37,205.58,39.75,3.84,0.53,24.19,17.34,0.06
Zinc,Primary,Reused,77.73,8.75,10.09,227.2,66.13,5.83,0.66,3.57,5.79,0.09
Silver,Hybrid,Reused,222.28,24.04,102.06,108.94,31.22,1.46,0.57,1439.56,17.56,0.01
Gold,Hybrid,Recycled,465.22,25.15,265.56,119.38,65.45,2.5,0.14,3531.06,37.86,0.04
Nickel,Hybrid,Landfilled,148.44,9.8,13.9,179.97,62.73,2.75,0.43,17.62,12.51,0.16
Zinc,Hybrid,Reused,48.94,6.13,2.16,225.89,35.94,5.41,0.54,3.52,13.58,0.09
Nickel,Recycled,Reused,176.91,9.6,14.27,228.15,30.84,5.24,0.44,16.08,13.92,0.08
Gold,Hybrid,Landfilled,485.69,21.65,131.18,130.81,47.02,4.89,0.22,3766.61,48.45,0.04
Steel,Primary,Reused,33.76,1.93,4.42,342.06,41.22,6.76,0.26,1.46,37.46,0.03
Steel,Primary,Recycled,55.8,4.73,9.75,174.74,34.77,8.97,0.42,0.7,17.68,0.09
Steel,Recycled,Recycled,68.48,2.15,3.5,255.46,74.07,3.53,0.32,1.72,17.51,0.11
Copper,Hybrid,Reused,94.93,5.18,12.68,323.54,50.67,4.88,0.24,5.33,9.15,0.14
Aluminium,Recycled,Recycled,68.73,11.28,9.36,369.21,38.03,5.43,0.59,1.95,8.78,0.08
Silver,Hybrid,Reused,209.1,16.67,132.5,51.67,50.01,4.0,0.57,1412.96,24.85,0.02
Nickel,Hybrid,Recycled,156.99,5.77,4.44,283.47,10.59,3.2,0.31,16.69,15.18,0.19
Tin,Hybrid,Landfilled,47.76,1.64,4.75,298.51,62.18,3.33,0.15,23.24,5.01,0.06
Gold,Recycled,Reused,333.08,23.88,197.3,68.33,84.41,4.8,0.13,4023.77,21.69,0.03
Copper,Primary,Landfilled,111.73,9.47,14.98,184.85,82.78,3.86,0.49,6.8,16.79,0.12
Zinc,Primary,Reused,52.07,5.02,5.63,133.75,46.19,4.67,0.32,2.53,8.9,0.09
Silver,Recycled,Reused,268.63,13.19,114.43,86.28,44.35,2.69,0.4,983.14,13.49,0.04
Lead,Hybrid,Landfilled,68.46,6.25,7.3,282.1,88.68,2.45,0.4,2.15,9.33,0.12
Steel,Hybrid,Reused,70.51,7.59,6.62,243.34,61.89,8.04,0.33,1.84,29.5,0.07
Zinc,Primary,Reused,54.56,4.05,5.05,138.12,33.39,2.02,0.67,3.57,11.86,0.19
Aluminium,Recycled,Recycled,91.86,5.92,7.0,207.26,39.39,4.69,0.6,1.64,5.17,0.09
Zinc,Primary,Recycled,74.86,8.52,5.1,264.06,41.88,3.34,0.16,2.84,9.11,0.07
Silver,Recycled,Recycled,269.74,18.89,96.52,135.61,83.35,2.04,0.48,1448.5,10.94,0.03
Aluminium,Recycled,Recycled,80.33,10.19,10.86,475.49,72.82,1.51,0.47,2.8,9.15,0.28
Gold,Primary,Landfilled,415.61,32.98,142.91,65.61,53.85,2.0,0.17,3005.76,23.58,0.05
Copper,Recycled,Reused,86.38,4.46,12.65,281.89,55.71,6.61,0.36,6.5,14.31,0.12
Cobalt,Primary,Reused,81.61,6.34,14.24,116.76,24.61,2.21,0.53,35.49,11.12,0.15
Gold,Primary,Recycled,402.63,36.59,207.62,174.43,32.41,2.89,0.36,4254.24,29.88,0.02
Zinc,Primary,Recycled,106.23,4.74,8.75,304.77,41.62,4.39,0.23,3.19,6.26,0.14
Copper,Primary,Recycled,79.31,6.02,3.09,398.83,40.92,5.62,0.12,5.93,24.03,0.15
Aluminium,Recycled,Recycled,146.06,11.78,12.96,432.55,21.73,4.54,0.63,2.58,9.32,0.11
Steel,Primary,Reused,73.94,7.82,3.08,276.93,89.68,6.3,0.6,1.88,30.11,0.15
Copper,Recycled,Reused,121.02,3.38,14.15,354.91,68.64,4.09,0.2,6.02,22.53,0.08
Cobalt,Recycled,Landfilled,97.6,5.87,8.84,180.59,12.93,4.01,0.19,37.33,16.17,0.07
Lead,Primary,Landfilled,29.47,6.95,4.27,278.09,83.98,6.77,0.57,2.46,9.23,0.09
Zinc,Hybrid,Recycled,112.2,8.16,2.89,336.16,30.28,5.62,0.3,3.05,5.8,0.11
Silver,Primary,Reused,314.81,10.74,88.87,73.67,83.23,2.72,0.23,856.37,21.72,0.04
Copper,Recycled,Recycled,103.16,8.74,11.81,226.75,35.72,4.85,0.66,7.93,11.85,0.05
Aluminium,Hybrid,Reused,118.72,6.38,15.65,389.13,70.05,3.92,0.36,2.07,7.37,0.25
Steel,Primary,Recycled,53.92,6.7,9.77,364.56,35.86,1.25,0.53,1.02,34.59,0.04
Aluminium,Hybrid,Reused,53.75,7.3,16.47,434.02,13.99,7.86,0.59,1.71,14.17,0.26
Tin,Recycled,Recycled,64.44,1.68,2.46,268.13,43.11,3.74,0.43,20.8,8.01,0.08
Lead,Primary,Landfilled,63.31,4.09,5.12,112.9,85.63,3.99,0.21,2.35,10.84,0.11
Cobalt,Hybrid,Recycled,159.14,11.41,14.49,143.48,41.09,2.78,0.19,39.75,10.05,0.14
Copper,Hybrid,Recycled,79.5,3.5,14.33,184.23,13.35,1.66,0.41,5.36,24.4,0.07
Zinc,Hybrid,Recycled,88.84,3.05,7.94,165.11,37.65,4.76,0.16,3.02,12.42,0.15
Aluminium,Primary,Landfilled,170.4,5.98,16.82,473.8,34.09,5.54,0.31,1.67,5.23,0.29
Lead,Hybrid,Landfilled,34.02,3.59,7.82,155.17,83.82,6.4,0.24,1.57,9.17,0.09
Tin,Recycled,Recycled,79.43,5.68,1.4,252.81,79.96,1.52,0.41,17.46,11.04,0.07
Tin,Primary,Recycled,56.73,2.66,3.67,105.76,67.17,3.26,0.4,23.84,10.05,0.06
Silver,Primary,Reused,199.69,21.04,77.16,149.81,48.35,4.77,0.25,1214.45,29.6,0.02
Tin,Recycled,Landfilled,36.48,4.06,2.17,176.84,39.02,2.85,0.42,15.94,5.05,0.06
Nickel,Primary,Reused,95.65,9.49,5.34,170.62,63.97,2.63,0.54,16.07,8.46,0.24
Aluminium,Hybrid,Reused,99.73,8.24,16.04,337.59,17.58,7.81,0.25,2.77,18.2,0.06
Copper,Hybrid,Landfilled,48.58,3.32,13.34,335.19,47.89,3.41,0.18,5.36,24.05,0.16
Silver,Primary,Reused,333.05,18.51,147.57,188.72,22.95,3.29,0.35,1089.92,18.13,0.01
Tin,Recycled,Landfilled,36.53,5.24,4.92,91.55,40.61,3.21,0.43,15.78,14.72,0.03
Silver,Hybrid,Recycled,298.1,20.32,61.11,58.53,45.7,4.29,0.56,1419.6,24.25,0.01
Aluminium,Recycled,Recycled,130.28,10.51,14.01,470.94,39.89,1.31,0.51,2.88,17.52,0.08
Lead,Hybrid,Recycled,86.24,3.76,7.63,227.19,57.0,2.42,0.41,1.51,6.54,0.06
Lead,Primary,Landfilled,74.38,5.25,5.85,250.23,69.52,1.31,0.5,1.82,13.85,0.14
Copper,Hybrid,Recycled,110.64,8.18,9.47,326.79,53.86,5.92,0.62,6.15,19.17,0.17
Gold,Recycled,Recycled,495.61,33.29,101.75,172.95,24.58,1.98,0.55,3053.68,11.32,0.03
Nickel,Primary,Reused,161.28,7.12,7.85,252.23,75.19,1.45,0.57,15.64,14.46,0.21
Zinc,Hybrid,Reused,89.72,3.37,6.68,211.77,70.07,1.45,0.49,2.85,14.77,0.15
Nickel,Hybrid,Landfilled,131.59,10.53,16.21,349.2,12.53,3.95,0.49,14.19,13.03,0.22
Nickel,Primary,Recycled,153.8,14.72,13.1,161.49,21.78,5.38,0.2,14.67,8.98,0.04
Aluminium,Primary,Recycled,177.71,11.66,10.31,373.28,39.98,3.88,0.72,1.84,13.64,0.18
Nickel,Recycled,Recycled,75.4,11.31,15.27,326.16,54.22,5.41,0.31,14.21,18.39,0.13
Lead,Hybrid,Reused,58.63,2.04,6.27,257.3,35.27,6.79,0.37,2.41,11.95,0.11
Steel,Recycled,Reused,58.57,2.09,6.42,152.24,20.64,2.56,0.64,0.7,27.86,0.12
Tin,Primary,Reused,36.21,2.68,4.23,287.85,30.6,4.86,0.38,18.03,12.42,0.08
Tin,Recycled,Recycled,74.36,5.56,1.75,119.26,16.89,4.11,0.26,18.0,9.21,0.07
Steel,Recycled,Landfilled,26.35,6.74,4.79,160.13,21.39,3.69,0.47,1.21,32.08,0.06
Silver,Recycled,Landfilled,310.34,19.73,74.56,175.36,30.11,3.02,0.44,1158.18,22.94,0.05
Tin,Recycled,Recycled,33.77,4.54,5.08,170.83,22.59,4.8,0.41,23.19,9.26,0.04
Lead,Primary,Recycled,81.56,6.46,4.25,275.44,66.38,2.64,0.37,1.24,14.29,0.03
Gold,Recycled,Landfilled,416.85,33.66,234.21,52.08,67.95,1.16,0.51,4911.9,17.15,0.02
Cobalt,Primary,Reused,124.45,5.77,11.34,282.58,18.95,4.01,0.25,32.31,17.5,0.19
Silver,Recycled,Recycled,254.69,18.85,142.4,125.93,56.01,3.08,0.17,1032.28,6.73,0.05
Nickel,Hybrid,Landfilled,159.62,13.85,6.36,427.88,70.97,2.02,0.28,16.4,13.89,0.09
Tin,Recycled,Landfilled,58.32,5.81,2.31,291.04,26.51,3.67,0.49,17.1,7.49,0.05
Silver,Hybrid,Recycled,295.89,18.23,144.18,110.17,26.77,3.41,0.51,1232.69,18.29,0.04
Steel,Hybrid,Reused,87.77,6.05,4.46,272.35,49.22,5.62,0.57,0.58,16.17,0.1
Zinc,Primary,Landfilled,57.82,5.53,6.86,187.22,59.67,3.97,0.26,3.92,8.4,0.14
Steel,Hybrid,Reused,89.08,7.23,4.22,280.04,20.09,7.19,0.5,0.86,35.6,0.11
Cobalt,Primary,Recycled,148.14,11.36,12.21,258.33,24.43,3.38,0.33,37.91,10.21,0.14
Silver,Hybrid,Landfilled,172.28,12.08,82.03,95.83,22.77,4.2,0.37,1140.29,16.58,0.03
Lead,Primary,Reused,35.0,4.28,7.16,299.14,45.9,1.5,0.73,1.65,14.81,0.14
Aluminium,Primary,Landfilled,165.8,10.05,10.89,393.31,87.07,4.08,0.63,2.28,18.26,0.3
Cobalt,Hybrid,Recycled,158.0,5.89,5.98,290.25,51.99,3.91,0.47,38.45,9.15,0.15
Nickel,Hybrid,Recycled,68.34,9.98,11.66,362.9,61.43,5.54,0.36,13.71,16.06,0.21
Zinc,Hybrid,Reused,42.59,8.22,11.13,229.15,55.45,3.08,0.41,3.12,14.77,0.05
Silver,Primary,Landfilled,212.0,16.79,68.24,113.7,45.58,3.71,0.32,1277.08,5.47,0.04
Copper,Hybrid,Reused,118.06,5.85,3.86,235.67,43.63,3.87,0.29,5.17,15.69,0.14
Lead,Hybrid,Recycled,80.02,5.81,2.4,91.41,82.55,4.37,0.74,2.02,7.81,0.09
Tin,Recycled,Reused,26.73,3.26,4.21,201.07,62.26,3.74,0.37,22.3,13.23,0.03
Zinc,Recycled,Reused,97.42,3.59,5.83,206.24,41.8,3.06,0.49,3.72,6.71,0.1
Steel,Hybrid,Recycled,83.87,7.91,2.19,222.27,65.9,5.19,0.31,1.47,11.06,0.07
Copper,Primary,Recycled,132.05,8.86,13.99,323.72,16.39,1.67,0.2,5.24,12.39,0.04
Steel,Recycled,Reused,43.62,5.51,2.56,313.76,66.35,7.41,0.46,1.28,31.64,0.15
Zinc,Recycled,Recycled,43.52,2.4,9.51,118.27,51.36,3.28,0.54,2.2,13.57,0.15
Lead,Hybrid,Reused,50.23,5.65,5.52,292.16,60.28,4.16,0.38,2.09,14.97,0.09
Lead,Hybrid,Recycled,87.0,5.25,5.79,96.37,69.96,6.53,0.61,1.83,6.69,0.08
Lead,Recycled,Landfilled,52.56,6.02,3.01,198.61,76.25,3.16,0.63,2.07,11.52,0.03
Gold,Hybrid,Recycled,429.89,22.65,146.54,110.73,35.88,3.03,0.56,3987.56,45.09,0.02
Gold,Hybrid,Recycled,484.59,27.39,237.7,63.1,82.5,5.48,0.6,3261.61,48.1,0.03
Steel,Primary,Reused,46.14,5.04,9.56,178.53,54.82,7.84,0.55,0.91,13.51,0.06
Zinc,Hybrid,Landfilled,38.81,7.79,10.26,212.01,72.62,2.7,0.66,2.9,10.52,0.15
Gold,Hybrid,Reused,326.47,38.95,225.35,143.97,61.71,4.44,0.4,4453.85,47.29,0.03
Lead,Primary,Reused,53.58,5.18,6.37,256.4,34.83,5.34,0.24,2.31,13.86,0.03
Cobalt,Primary,Landfilled,124.08,11.68,11.66,185.51,28.5,2.67,0.2,36.26,14.37,0.06
Cobalt,Recycled,Landfilled,127.08,10.25,8.24,163.05,32.6,4.46,0.47,39.49,18.68,0.05
Lead,Hybrid,Reused,73.83,6.81,3.74,113.75,42.3,6.61,0.35,2.09,11.42,0.03
Steel,Recycled,Reused,67.89,5.3,7.59,298.86,60.88,4.53,0.64,1.21,10.86,0.11
Silver,Recycled,Reused,227.0,24.63,86.04,114.3,44.9,2.86,0.15,1455.91,8.36,0.03
Nickel,Hybrid,Recycled,101.16,7.86,6.99,146.01,79.23,3.89,0.34,18.06,8.2,0.16
Steel,Primary,Landfilled,21.77,2.82,2.87,348.35,27.3,1.47,0.22,1.79,34.41,0.09
Cobalt,Recycled,Recycled,83.84,5.83,14.04,115.41,21.44,2.72,0.45,35.42,11.66,0.14
Zinc,Hybrid,Reused,36.71,3.34,6.68,244.54,71.1,2.28,0.16,3.72,7.17,0.15
Copper,Hybrid,Reused,50.51,6.38,4.41,152.81,79.92,5.3,0.48,6.84,13.8,0.19
Copper,Recycled,Landfilled,98.7,8.93,5.17,167.84,18.97,3.97,0.3,5.55,14.07,0.1
Copper,Hybrid,Reused,85.98,9.97,5.87,151.49,24.75,1.19,0.19,6.25,13.81,0.17
Tin,Primary,Landfilled,75.22,4.78,3.91,209.51,13.34,3.31,0.15,16.42,8.04,0.05
Aluminium,Recycled,Reused,117.09,5.14,13.21,210.95,52.98,7.38,0.73,2.71,7.03,0.22
Copper,Recycled,Landfilled,119.66,4.67,7.99,310.47,13.15,1.57,0.44,7.72,10.84,0.16
Silver,Hybrid,Reused,151.64,12.29,146.18,122.97,56.81,3.25,0.5,981.86,13.15,0.02
Steel,Recycled,Recycled,50.36,2.03,5.02,228.8,53.51,4.97,0.47,1.87,10.31,0.09
Copper,Primary,Landfilled,106.8,6.72,12.29,276.77,9.23,6.03,0.48,5.57,21.52,0.07
Steel,Hybrid,Landfilled,93.99,1.37,5.6,102.84,35.27,7.79,0.61,1.47,23.18,0.06
Aluminium,Primary,Reused,142.55,8.69,9.21,446.76,43.08,4.02,0.21,2.68,10.74,0.11
Silver,Recycled,Landfilled,257.75,11.86,123.07,149.86,82.18,2.89,0.52,1057.59,18.59,0.03
Zinc,Hybrid,Landfilled,54.02,4.2,3.04,286.35,48.33,1.79,0.38,2.39,7.4,0.16
Steel,Recycled,Recycled,98.09,7.92,9.31,296.03,35.26,5.58,0.64,1.58,26.52,0.03
Gold,Recycled,Landfilled,464.31,32.5,106.15,106.85,38.79,1.41,0.34,3512.39,16.14,0.01
Zinc,Primary,Landfilled,81.75,8.61,9.85,325.42,58.23,5.52,0.42,3.3,14.48,0.13
Lead,Hybrid,Reused,25.89,2.48,4.68,252.48,39.06,2.02,0.49,2.26,11.11,0.07
Lead,Primary,Recycled,53.7,2.16,5.84,92.77,60.26,6.9,0.73,1.57,13.06,0.15
Silver,Recycled,Reused,349.35,16.19,136.96,92.93,61.91,1.87,0.47,1442.93,16.25,0.04
Tin,Recycled,Landfilled,62.33,5.14,1.38,91.22,78.08,1.68,0.46,17.1,10.08,0.04
Nickel,Hybrid,Reused,161.02,10.21,10.12,334.39,35.29,4.75,0.57,16.42,17.86,0.13
Lead,Primary,Recycled,35.66,6.59,5.58,298.31,64.01,5.08,0.2,2.09,14.82,0.11
Silver,Hybrid,Landfilled,310.8,17.62,53.8,85.42,75.91,3.58,0.46,1219.06,29.94,0.05
Zinc,Hybrid,Reused,92.77,6.08,9.33,316.61,31.71,5.17,0.21,3.57,12.19,0.15
Steel,Primary,Recycled,76.27,1.35,8.81,339.27,39.23,7.31,0.51,0.53,36.42,0.08
Copper,Primary,Reused,146.63,4.96,14.74,344.07,61.72,6.5,0.47,7.34,10.65,0.06
Silver,Primary,Landfilled,218.79,16.43,86.31,95.09,20.99,2.46,0.15,722.18,25.69,0.03
Gold,Primary,Reused,443.24,27.13,219.2,141.44,86.97,4.09,0.29,3308.68,16.88,0.03
Steel,Hybrid,Reused,96.33,1.98,8.86,167.48,59.96,1.29,0.22,1.77,24.6,0.05
Cobalt,Hybrid,Landfilled,155.21,5.09,8.6,176.95,21.08,2.96,0.51,39.86,12.24,0.12
Steel,Hybrid,Recycled,50.5,4.31,8.32,264.82,88.23,6.56,0.6,0.72,15.57,0.03
Steel,Recycled,Landfilled,43.88,6.28,6.26,136.51,75.16,8.15,0.38,1.53,20.09,0.09
Zinc,Primary,Landfilled,117.29,2.49,2.51,314.23,55.56,4.55,0.35,3.05,6.2,0.07
Steel,Primary,Reused,91.39,3.23,7.27,184.62,55.7,2.6,0.63,1.55,13.52,0.11
Cobalt,Primary,Recycled,149.21,5.98,7.99,279.66,38.5,4.24,0.13,28.62,13.2,0.08
Steel,Hybrid,Landfilled,48.48,2.69,8.23,211.47,71.64,3.45,0.36,1.7,29.22,0.03
Nickel,Recycled,Recycled,174.35,6.45,16.77,153.09,52.19,5.16,0.15,17.79,7.9,0.07
Silver,Recycled,Recycled,272.29,20.27,133.27,150.71,46.62,1.3,0.13,1380.72,11.89,0.02
Steel,Primary,Recycled,78.23,7.49,3.9,233.9,41.35,8.06,0.28,1.09,33.03,0.02
Nickel,Recycled,Landfilled,118.39,12.75,9.02,366.61,73.05,5.15,0.13,15.64,7.13,0.18
Copper,Hybrid,Reused,114.93,5.62,6.32,372.97,9.66,6.88,0.47,6.87,19.01,0.06
Lead,Recycled,Reused,68.61,5.27,1.86,292.4,61.79,2.02,0.51,2.18,10.09,0.12
Gold,Primary,Recycled,335.62,25.51,145.25,55.61,86.68,2.5,0.4,4352.2,31.03,0.02
Aluminium,Hybrid,Recycled,156.29,6.51,13.72,203.64,62.26,2.01,0.53,1.62,15.95,0.11
Tin,Recycled,Landfilled,41.7,1.09,3.77,131.18,50.71,1.63,0.45,20.46,9.27,0.02
Nickel,Recycled,Landfilled,147.44,7.23,15.1,266.27,78.13,2.54,0.31,11.7,14.45,0.14
Nickel,Recycled,Recycled,64.25,8.54,16.04,113.44,37.6,3.45,0.46,16.4,12.13,0.12
Gold,Recycled,Landfilled,315.03,23.97,133.57,51.87,63.14,3.37,0.3,4058.23,23.37,0.02
Lead,Hybrid,Recycled,31.44,5.34,2.8,137.53,20.07,4.94,0.46,1.61,8.56,0.12
Nickel,Hybrid,Recycled,106.89,8.42,17.3,316.96,54.08,5.35,0.54,14.43,16.82,0.06
Zinc,Recycled,Recycled,114.63,2.08,11.76,133.32,68.52,3.59,0.25,2.3,13.62,0.17
Tin,Primary,Reused,50.41,4.23,4.72,280.18,74.26,2.79,0.22,23.47,5.13,0.03
Copper,Hybrid,Recycled,75.58,5.82,7.95,250.53,76.46,3.95,0.54,6.99,17.99,0.11
Lead,Hybrid,Recycled,59.95,6.07,4.5,112.93,43.79,3.32,0.25,1.62,7.76,0.07
Gold,Primary,Recycled,329.89,28.69,174.18,140.53,89.27,1.08,0.35,4609.67,49.9,0.01
Lead,Recycled,Recycled,38.59,3.36,1.07,225.2,38.32,2.53,0.64,1.59,10.15,0.07
Lead,Primary,Landfilled,74.81,2.05,5.75,235.21,80.01,6.13,0.25,1.42,13.54,0.13
Aluminium,Hybrid,Reused,170.03,7.69,15.78,478.66,63.61,7.11,0.33,2.64,6.02,0.15
Copper,Hybrid,Landfilled,101.85,4.95,14.8,320.46,43.81,5.1,0.22,5.46,5.27,0.07
Tin,Hybrid,Landfilled,66.77,1.13,5.52,142.2,10.42,1.16,0.42,22.85,5.05,0.06
Tin,Hybrid,Recycled,73.03,3.99,3.85,116.76,77.81,2.92,0.2,17.18,7.7,0.03
Copper,Primary,Reused,81.38,9.75,9.62,156.31,67.05,3.01,0.68,5.15,20.54,0.17
Steel,Primary,Reused,39.85,2.68,6.35,131.23,45.6,8.27,0.69,0.66,27.1,0.04
Zinc,Recycled,Landfilled,40.47,3.54,5.32,252.65,53.55,2.57,0.6,2.95,8.94,0.15
Tin,Recycled,Landfilled,61.05,3.75,1.19,122.69,47.17,1.38,0.27,22.06,5.11,0.08
Copper,Hybrid,Reused,45.23,7.83,4.41,305.01,84.12,3.99,0.29,6.68,21.45,0.18
Lead,Primary,Landfilled,55.97,6.14,4.12,292.7,21.18,1.35,0.51,1.6,12.36,0.11
Aluminium,Hybrid,Recycled,168.98,10.7,5.94,411.71,37.61,4.57,0.47,2.85,17.53,0.05
Lead,Hybrid,Reused,81.49,4.24,1.19,298.06,27.58,3.23,0.47,1.37,6.49,0.14
Nickel,Recycled,Recycled,90.72,9.2,16.18,135.54,35.96,4.77,0.34,18.15,6.04,0.07
Cobalt,Recycled,Reused,78.18,10.57,6.95,349.22,10.12,2.96,0.23,35.95,18.99,0.08
Aluminium,Hybrid,Reused,122.94,9.75,10.65,436.04,56.74,4.36,0.25,2.89,9.31,0.13
Cobalt,Hybrid,Recycled,119.24,7.09,11.75,153.01,48.32,2.33,0.4,39.75,16.0,0.08
Nickel,Recycled,Landfilled,75.41,7.0,6.19,268.1,15.6,1.55,0.21,14.65,8.46,0.12
Aluminium,Primary,Reused,108.14,9.73,17.68,387.38,55.65,1.31,0.58,1.73,8.01,0.12
Aluminium,Primary,Landfilled,196.59,4.03,10.88,277.47,34.3,4.51,0.18,2.62,8.53,0.27
Nickel,Primary,Recycled,152.26,5.56,9.23,190.08,10.29,4.12,0.52,19.82,13.73,0.09
Nickel,Primary,Reused,86.63,13.8,13.51,358.62,15.82,3.01,0.48,13.05,8.49,0.24
Silver,Hybrid,Recycled,208.57,17.42,124.65,172.5,40.59,4.69,0.23,788.24,22.29,0.05
Steel,Primary,Reused,65.21,3.4,3.14,144.51,50.63,1.32,0.44,1.27,10.32,0.06
Zinc,Hybrid,Landfilled,98.2,8.64,4.06,196.6,15.8,5.15,0.36,3.59,9.71,0.04
Silver,Recycled,Recycled,202.76,22.0,116.04,108.97,34.37,1.59,0.29,877.58,27.04,0.02
Zinc,Primary,Landfilled,83.66,4.2,6.45,156.61,74.14,4.31,0.39,2.17,14.61,0.03
Cobalt,Hybrid,Landfilled,78.23,8.7,6.9,203.48,62.33,2.28,0.1,35.74,7.63,0.18
Aluminium,Recycled,Landfilled,131.32,10.25,18.44,261.74,27.65,4.9,0.29,2.48,19.28,0.09
Cobalt,Hybrid,Landfilled,94.93,4.88,13.88,345.01,24.67,1.68,0.34,37.24,10.98,0.18
Copper,Hybrid,Recycled,67.35,7.53,14.02,369.65,47.37,3.84,0.67,6.24,14.67,0.04
Zinc,Primary,Landfilled,88.19,6.68,6.34,125.06,54.29,5.79,0.29,2.92,5.19,0.15
Cobalt,Hybrid,Recycled,114.2,5.34,14.58,348.15,57.06,4.45,0.12,37.24,13.88,0.17
Steel,Recycled,Reused,20.91,6.29,7.06,173.09,24.17,2.48,0.34,1.96,24.64,0.06
Gold,Hybrid,Reused,462.81,39.53,203.93,128.0,85.55,2.41,0.26,4608.8,42.56,0.03
Cobalt,Primary,Landfilled,118.34,8.2,11.37,326.64,51.14,2.51,0.2,23.97,8.52,0.06
Cobalt,Recycled,Recycled,156.41,9.51,13.92,318.98,46.48,1.91,0.52,38.0,6.41,0.11
Aluminium,Primary,Recycled,153.66,6.08,5.33,321.13,28.51,7.11,0.33,1.74,17.78,0.22
Copper,Hybrid,Recycled,145.74,3.03,12.86,305.94,71.28,5.44,0.68,5.99,13.3,0.14
Copper,Recycled,Reused,138.02,3.42,10.95,322.81,67.97,3.46,0.27,5.13,14.3,0.04
Copper,Hybrid,Reused,102.48,8.19,6.16,192.85,44.46,6.94,0.66,7.15,8.31,0.09
Lead,Recycled,Reused,71.84,4.07,5.84,162.79,88.21,1.97,0.48,1.51,10.41,0.13
Tin,Hybrid,Recycled,56.62,2.54,2.76,245.67,62.93,1.4,0.11,18.78,14.03,0.09
Silver,Primary,Recycled,318.03,10.17,142.67,136.98,61.6,1.17,0.28,763.21,18.73,0.04
Zinc,Hybrid,Reused,40.14,7.78,2.52,290.87,63.16,5.0,0.67,2.31,12.3,0.06
